animal;id;experience;test;path
mouse;19;10;3;ОФХАКИМЯГЦХАДСШРЕЛИМЯГЦХАКИМЭЖТЖЭЯГЦФОЫОФЦЯМИКАКИМЯГЯМФХАХФЦХАКЛЕР
mouse;19;10;4;ОФЦГЦХАДСШСДАХЦГЗУЩТЩУЗГЦФХЦЯМИКАХАКЛЕРЕЛИМЯГЦХАКИМЯГЯЭЖТ
mouse;19;10;5;ОФХАКИФХАКИМЯГЦХАКИФХАХФМЯГЦХАКЛЕРШСДАХЦГЯЭЖТЩТ
mouse;19;11;1;ОФЦГЯЭМИКАХФМЯГЦХАКЛЕРЕЛИМЯГЯЭЖТЖЭМИЛЕРЕЛИМИКАХЦГЯМОЫОИЛЕР
mouse;19;11;2;ОФХАКИМЯГЦФМЭЖТЖЭМИКАХЦГЯМИЛЕР
mouse;19;11;3;ОФЦЗУЩТЖЭМИКАХФИЛЕР
mouse;19;11;4;ОФЦГЯЭМИКАКАДСШЕЛИМЭМИЛЕР
mouse;19;11;5;ОФЦГЯМИКАХЦГЦФОЫОФХАКИМЭЖТЖЭМИЛЕР
mouse;19;11;6;ОМЯГЯГЦФХАКИМЯГЦХАКЛЕР
mouse;19;11;7;ОФХАКИМЭМИЛЕР
mouse;19;11;8;ОФЦГЯМИЛЕР
mouse;19;11;9;ОЫОЫОФЦГЯМОЫОФХАКИМИЛЕР
mouse;19;11;10;ОИКАДСШРШСДАХФМЯГЦХАКИОЫОИЛЕР
mouse;19;11;11;ОФЦФ
mouse;20;1;1;ОМЯГЯМОЫОМЭЯЗУЩТ
mouse;20;1;2;ОИКДКЛЕРШСДСШЕБЛКАДСШРШСДСШРШСДАКИКХЦЗУЩЖТЩУЗЦФЦХАКЛЕРШРЕБЛИФХЦЯМЯГЯЭЖЩТЖЭМИКДСШРЕР
mouse;20;2;1;ОФХДСШРЕЛКАКХЦЯЭВЭЯГЗУЩТЖЭМОЫОФХДСШРЕЛКХЦЗУЩЖЭМОЫОИЛЕРШСДАХЦЗУЩТЩУЗЦФОЫОФЦФОЫОИЛЕРЕЛКДСШРЕЛКХЦЯЭЖТ
mouse;20;2;2;ОФЦЗУЩТЩУЗЦХАДСШРШСДХФИКЛКХЦГЦЗУЩЖВЖТЖЭМОЫОФХФХКИМЭЖТ
mouse;20;3;1;ОФЦЯМОЫОФХКИЛЕРЕЛИОЫОИЛЕР
mouse;20;3;2;ОФХАДСШРШСДХЦХЦЗУЩТЖЭЯМЯЦФХДКЛКИКХЦХЦЯЭЯГЯЭМИКАКЛЕШСДХЦЯЭВЭМЯЦФОЫОМЭЖТ
mouse;20;3;3;ОФХЦФХДСШР
mouse;20;3;4;ОФХДСШРШСДХЦГЗУЩУЩТЩУЗЦФОЫОИЛЕРШСДСШР
mouse;20;4;1;ОФЦГЯЭ
mouse;20;4;1;ЖТЖЭМИКАКДСШРЕЛИМЯМОЫОИКХФОЫОИЛБЛИМЭЖТ
mouse;20;4;2;ОФЦГЗУЩТЩУЗЦХДСШРШСДХФХАКИЛЕРЕЛИМОЫОМЭЖТ
mouse;20;11;3;ЦГЗУ
mouse;20;11;1;ОФЦГЗУЩТЖЭМИКАДСШР
mouse;20;11;2;ОИКДСШРЕЛКАКЛЕРЕЛКИМЭЖТЩУЗЯЭЖТЖВЭМИЛЕР
mouse;20;11;3;ОФЩТЖВЭМФХАКЛЕШСДАХЦГЗУЩТЖЭМИЛБЕР
mouse;20;11;4;ОФЦГЗУЩТЖЭМИКАКЛЕШРЕЛИМЭЖТЖВЖТ
mouse;20;11;5;ОФЦГЦХАКЛБЛКИМЯГЗУЩТ
mouse;20;11;6;ОФМЭВЭМОЫОИЛЕШСШРЕЛИМЭЯГЗУЩТЖЭМЭМИКАДСШР
mouse;20;5;1;ОИКАКЛИОЫОФЦЯЭЯГЦХДСШРШСДАХЦЯЭМОЫОИЛБЛИМОЫОИЛЕР
mouse;20;5;2;ОФЦГЗУЩТЖЭЯГЯГЦХАХАКАКАХЦГЯМИЛЕР
mouse;20;5;3;ОФХДАДАХФМЯГЗУЩТ
mouse;20;5;4;ОФХДСШРШСДАДАХЦЯЭЖТЩУЩТЩУЗГЦХКИМИЛЕРЕЛИОЫОФХАКИФЦФЦХАКИМЯГЯГЗУЗЦФХФОЫОИЛБЛЕР
mouse;20;5;5;ОФЦЗУЗЦ
mouse;20;6;1;ОФЦГЯМИКАКЛБЕРЕЛИМЯЗУЩТ
mouse;20;6;2;ОФХАДСШРШСДАХЦГЯЭЯГЦФХАХЦГЦХАДСШР
mouse;20;6;3;ОФЦГЯМИЛКАХЦЯЭМИЛЕРЕЛИМЯГЗУЩТ
mouse;20;6;4;ОФМИЛЕРЕЛКАХЦГЯМФ
mouse;20;6;5;ОФЦГЦЯМОЫОФХДАХЦГЗУЩТЩУЩТЩУЗЦФИЛБЛКАДХЦГЯЭЖТЖЭМОЫОМЭЖТ
mouse;20;7;1;ОФЦЯЭЯГЦХАКИОЫОМЭЖТ
mouse;20;7;2;ОФХАХЦГЦФОМЭЖТЩУЗГЦХАДСШР
mouse;20;7;3;ОФЦГЦЗУЩТЩУЗЦХАДСШРШСДАХФХАКИОЫОИЛБЕР
mouse;20;7;4;ОИЛЕР
mouse;20;7;5;ОФЦГЗУЩТЩУЗГЦХАХДАХЦГЦХАДСШРЕЛКАКИМЭВЭМЯГЯГЦФХДСШР
mouse;20;7;6;ОФЦГЦХАКЛИМИЛЕРЕЛИМИМЭЖТЖЭМИКАДАХЦГЗУЗГЦХАКЛЕР
mouse;20;8;1;ОФЦГЯЭЖТЖЭЯГЦХАХКЛЕРШСДАХЦГЦХДСШРШСДХЦЗУЩТЩТЩУЗГЦФМИКАХЦФОЫОИКАХЦГЯМФХАХЦГЯМИКАКЛЕРЕЛИОЫОМЭЖТ
mouse;20;8;2;ОФХАХФЦГЯЭЖЭЯГЦХАКЛКАХЦГЗУЩТ
mouse;20;8;3;ОИЛБЛКАХЦГЦГЯМФХАДСШР
mouse;20;9;1;ОФЦГЯМЯГЦХАКЛИМЭЖТ
mouse;20;9;2;ОФЦГЯГЦХАХФОЫОМЭЖТ
mouse;20;9;3;ОФЦГЦХАДСШРШСДАХЦГЗУЩТЩУЗЦХАХЦХАКИМЯГЦХАКАХЦГЯЭЖТ
mouse;20;9;4;ОФЦГЦХАКИМЭМИКАХЦФХФОЫОФЦГЯМИЛЕРЕЛКАКИМЭЖТ
mouse;20;9;5;ОФЦГЦГЦХАКАХЦЯЭЖТЖЭМИКАХЦГЦФОЫОМЭЖТ
mouse;20;10;1;ОМЭВЖТЩУЩТЖЭМИКАКЛЕРШСДАХЦГЗУЩТ
mouse;20;10;2;ОФХКЛЕРШСДАХЦГЗУЩТ
mouse;20;10;3;ОИКАДАКЛБЛИМЯГЦФОЫОИЛБЕР
mouse;20;10;4;ОМЯГЗУЩТЖЭМИКДАХЦГЗЯГЯЭВЖТ
mouse;20;10;5;ОИКАХЦГЗЯМФХДСШРЕЛИМЭЖЩТЖЭМИКДСШР
mouse;20;10;6;ОМЯГЯМИЛЕР
mouse;20;10;7;ОФХАДКИМЭВЖТЩУЗГЦХАКЛБЕР
mouse;20;12;1;ОФЦГЗУЩТЩУЗГЦХАХКЛИМЭМИКАХЦФОЫОИЛЕР
mouse;20;12;2;ОФЦГЗУЩТЩУЗЦХАДСШРШСДАХФМЯЦХАКИМЯГЦХАКИОЫОИЛЕРЕЛИМЭЖТ
mouse;20;12;3;ОФЦГЦХАКИФЦГЯМЯГЦХДСШРШСДХЦГЯЭМИКАХЦЗУЩТЩУЗГЦФОЫОИЛЕРЕЛИОЫОИЛЕРЕЛКАХЦГЦФЦФИКАКИФЦГЗУЩЖЭМИКАХЦГЯЦХАКЛЕРЕЛИОЫОИЛЕР
mouse;20;13;1;ОФЦГЯМИКАХФМЭЖТЖЭЯМИЛЕР
mouse;20;13;2;ОИМЭЖТЖЭМИМЭЖТ
mouse;20;13;3;ОФЦГЦФЦГЦХАКЛКДСШР
mouse;20;13;4;ОФЦГЦХАКИКАДСШРЕЛИМЯГЦХАКИМЭЖТЖВЭЯГЦХАКЛЕРЕЛИОЫОМЭЖТ
mouse;20;13;5;ОФЦГЗУЩТЩУЗГЦХАКАХЦГЦХАХЦГЦФИЛЕРЕЛИОЫОМЭЖТ
mouse;20;13;6;ОФЦГЦХАКАХФЦГЯМИКАХЦГЗУЩТЩУЗЦХАДСШР
mouse;20;13;7;ОФЦГЦХАХАКИФЦЗУЩТЩУЗЦФХАКАХФМЯГЦХЦГЦФИКАХЦГЦХАДХЦГЯМИЛЕР
mouse;20;14;1;ОФЦГЦХА
mouse;20;14;1;КЛКАХЦГЯЭЖТЖЭМОЫОИЛЕР
mouse;20;14;2;ОФЦГЦХАДСШРШСДАХЦГЯМФХАКИМЯГЦХАКЛЕР
mouse;20;14;3;ОФЦГЦГЦФМЯГЦХАКЛБЕРЕЛИОЫОМЭЖТЖЭЖТ
mouse;20;14;4;ОФЦГЦХАКИФЦГЯМИКАХФОЫОФЦГЦХАКЛЕР
mouse;20;14;5;ОФЦГЦГЦХАКИМЭЖТЖЭВЭЯГЦХАДСШР
mouse;20;17;2;ЖТ
mouse;20;17;1;ОФЦГЯМИКАКХЦГЦЯМОЫОФХКЛЕРЕЛИМЭЖТ
mouse;20;17;2;ОФЦХАХФМЯГЯЦХАДСШРШСДХФОЫОМЭ
mouse;20;17;3;ОФЦГЦХАХЦГЦХАКЛБЛКАХЦГЯЭМИЛЕР
mouse;20;17;4;ОФХАКЛЕРЕБЕЛИМЭЖТ
mouse;20;17;5;ОИМЯГЗУЩТЩУЗЦХАХЦГЦХАКЛЕРЕЛИМЭЖТ
mouse;20;17;6;ОФЦГЦХАХДСШРШСДХФЦЯЭЖТ
mouse;20;17;7;ОМЯГЦХАДСШРЕР
mouse;20;17;8;ОФЦЯМИЛЕРЕЛКАКХФОЫОМЭЖТ
mouse;20;17;9;ОФХЦФИКАХЦГЦХАКЛИМЭЯГЦХКЛИМЭЖТ
mouse;20;17;10;ОМЭВЖТЖЭМИЛЕР
mouse;20;15;1;ОИКАХЦГЦХКЛИОЫОФЦГЗУЩТЩУЗГЯЭВЖВЖЩУЗЦФОФХКЛКАДСШР
mouse;20;15;2;ОФЦГЦГЯЭМИКАХЦГЦФЦХКЛЕРЕЛИФЦГЗУЗУЩТЩУЗГЦХАКЛЕР
mouse;20;15;3;ОФЦГЯМЯГЦХАКЛЕРЕЛИМЭЯГЦХАХЦФМЭЖТЖЭМИЛЕРЕЛИМЭМИЛЕРЕЛИМЭЖТЩТ
mouse;20;15;4;ОФЦГЦХАДСШРШСДАХЦГЯМИЛЕР
mouse;20;15;5;ОМЯМИКАХЦГЯМИЛЕР
mouse;20;15;6;ОИЛЕРЕЛИМЯГЦХАКИЛЕРЕЛИМЭЯГЯГЦХАДСШР
mouse;20;16;1;ОФЦГЯМИКАКЛЕРЕЛИМЭЖТ
mouse;20;16;2;ОФЦГЦХАДСШРШСДХЦГЯМИКАХФХФОЫОФХКИМЯГЦФИЛЕРЕЛИМЭЖТ
mouse;20;16;3;ОФЦГЦХАКИФЦГЦХАКЛЕРЕЛИМЭЖТ
mouse;20;16;4;ОФЦГЦХАДСШР
mouse;20;16;5;ОФЦГЦХАКИМЯГЦХДСШР
mouse;20;16;6;ОЫОМЭЖТЖВЭМИЛЕРЕЛИМЭЖТЖВЖТЩУЗГЦХАХЦХКЛЕР
mouse;20;16;7;ОФЦГЦХАХЦФИЛБЛИМЭМИКАХЦФИЛЕР
mouse;20;16;8;ОФЦГЦХАКЛБЛИМЯГЦХАКЛЕР
mouse;20;19;1;ОФЦГЦХАДСШРШСДХЦГЯЭЯГЦХАХФОЫОИКАХЦГЦХЦЯЭЖТ
mouse;20;19;2;ОФЦГЦХАХАДАХЦГЦХАХЦГЦХАКИФЦГЯЭВЭЯГЗУЩТЩУЗГЦХАКЛИМИКАХФЦГЦХАКЛЕР
mouse;20;19;3;ОФЦГЦХАХЦГЦГЦХАКИМЯГЦХАКИМЯГЦХАКЛИМЭЖТ
mouse;20;20;1;ОФЦГЦХАКЛЕРЕЛКАХЦГЯЭЯГЦХЦГЗУЩТ
mouse;20;20;2;ОФЦГЦХАХАКЛЕРЕЛИМЭЖТЖЭЯГЯЦХКДСШР
mouse;20;20;3;ОФЦГЦХАХФЦГЯМИКХЦГЦГЦХКЛЕР
mouse;20;20;4;ОФЦГЦХАКХЦХАХЦГЦФМЯГЦХАКЛИМЯГЦХАХЦГЦХАКЛЕР
mouse;20;20;5;ОФЦГЦХАКЛИМЭЯГЦХКИФЦГЦХКЛЕЛИМЭЖТ
mouse;20;20;6;ОФЦГЦХАХАХЦГЦХАКЛИМЯГЦХАХЦГЯМИКАКЛЕР
mouse;20;20;7;ОФЦГЦХАХЦГЦХФИКАХЦГЯЭМИЛИМЯГЦХФОЫОИКАХЦГЯЭЯГЦХАХФИЛЕР
mouse;20;20;8;ОФЦГЦХАКИФХАХЦГЯГЗУЩТЩУЗГЦХАХЦГЦХАКИМЯГЦХАКЛЕРЕЛИМЭЖТ
mouse;20;21;1;ОФЦГЯЭЯГЦХАКЛЕРЕЛИМЭЯГЦХАХЦГЯМИЛЕР
mouse;20;21;2;ОФЦГЗУЩТЩУЗГЦХАХЦГЦХАКИМЭМФЦГЦХАДСШР
mouse;20;21;3;ОФЦГЦХАХЦГЯМИКАХФОЫОИЛЕР
mouse;20;21;4;ОФЦГЦХАХЦГЦХАХЦГЦХФИКАКЛИМЯГЯЭЖТ
mouse;20;22;1;ОФЦГЦХАКИКАХЦГЯМИКАХЦЯМИЛЕР
mouse;20;22;2;ОФЦГЦХАХЦГЦХАКИМЭЯГЦХАХЦГЦХАКИОЫОМЯГЦХАКИМЭЖТЖЭМИЛЕР
mouse;20;22;3;ОФИКАХФЦФХКИМЯГЦФХАКИМЭЖТ
mouse;20;22;4;ОФЦГЦХАХЦГЯМИКАХЦГЦХКЛИМЭЖТ
mouse;20;22;5;ОФЦГЦХАКИМЯГЦХАКИМЭЖТЖЭМОЫОМЭЖТ
mouse;20;22;6;ОФЦГЦХАХФЦГЦХКАКИМЭЖТ
mouse;20;22;7;ОФЦГЦХАКЛИМЯГЦФМЭЖТ
mouse;20;22;8;ОФЦГЦХАКИМЯГЯЭМИЛЕР
mouse;20;23;1;ОФЦГЗУЩТЩУЗЦХКИЛЕР
mouse;20;23;2;ОФЦГЦХАКИМЯГЯМИЛЕЛИМЭЖТ
mouse;20;23;3;ОФЦГЦХКИМЭЖТ
mouse;20;24;1;ОФХАКЛЕРЕЛИФЦГЦХАКИМЭЖЩУЗГЦФОЫОИЛКХЦГЯМИЛЕРЕЛИМИЛЕРЕЛИМЯЦХАКИФЦГЦХКЛИМЭЖТЖЭЯГЦФХКЛИМЯГЦХКАДКИМЭЖТ
mouse;20;24;2;ОФЦГЦГЦХАХФИЛИМЭЖТ
mouse;20;24;3;ОФЦГЦХАХЦФХАКЛИМЭЖТ
mouse;20;24;4;ОФЦГЦХАХАХЦГЯЭМИКАКЛЕРЕЛИОЫОФЦГЯЭЖТ
mouse;20;24;5;ОФЦГЦХАХКЛИМЭЖТ
mouse;20;24;6;ОФЦГЦХФИЛЕР
mouse;20;24;7;ОФЦГЗУЩТЩУЗЦХАКЛИМЭЖТ
mouse;20;26;1;ОФХКЛКХЦЗУЩТЩУЗЦХДСШСШР
mouse;20;26;2;ОФЦФХДСШСДХЦГЦФМЭЖТЩУЗЦФОЫОФХАКЛБЛКАДСШРЕЛИМЭЖТЩУЗЦХАКЛИМЭЖТЖТ
mouse;20;26;3;ОФЦГЦХАХДСШСДАХЦЗУЩТЖВЖТЩУЗГЦХАКИМЯГЗУЩТ
mouse;20;27;1;ОФЦГЦХАХФИЛЕР
mouse;20;27;2;ОФЦГЯЭЖТЩУЗЦХАДСШРЕЛИМЭМИЛЕР
mouse;20;27;3;ОФЦГЦХДХФОЫОМЭЖТ
mouse;20;27;4;ОФЦГЦХАКХКЛЕРЕЛИМЭЖТ
mouse;20;27;5;ОФХЦХКЛИМЯГЗУЗЦХФЦХФХЦЯЭВЭЖТ
mouse;20;28;1;ОФЦГЗУЩТЩУЗЦХАКИМЯГЦХЦГЦХАКИМЭЖТЖЭМИЛЕР
mouse;20;28;2;ОФЦГЦХАХЦГЯМИКАХФХФЦГЗУЩТЩУЗЦХАКИМИКАХЦГЯМИКАХЦГЗУЗЦХАХФОЫОИЛЕРЕЛИМЭЖТ
mouse;20;28;3;ОФЦГЦХАХФМЯГЦХАКХЦХФИКАХФХФМЯГЦХАХЦГЦХФХАКИМЭЖТ
mouse;20;28;4;ОФЦГЦХАХФЦХАКИМЯЦФИКАХЦГЯМИЛЕР
mouse;20;28;5;ОФЦГЯЭМФХАКЛИМЯГЦХАХФЦФИКАДСШРШСДХЦЯМФХАХФИКАХЦГЗУЩТ
mouse;20;29;1;ОФЦГЦХАКЛИМЭЖТЩУЗЦФОЫОИЛЕРЕЛИМЭЖТ
mouse;20;29;2;ОФЦГЦХАХЦГЯМИКАДСШРШСДХФЦХАКИМЭЖТ
mouse;20;29;3;ОФЦГЦХАХЦГЯМЭЯЦХАКЛИМЭЖТ
mouse;20;29;4;ОФЦГЦХАХФЦЯМИЛИМЭЖТ
mouse;20;29;5;ОФЦГЦХАХФЦХКИМЭЖТ
mouse;20;29;6;ОФЦГЦХАХФХАДСШРЕЛИМЭЖТ
mouse;20;29;7;ОИЛИМИЛЕРЕЛИМЭЖТ
mouse;20;30;1;ОФЦХАКИМЯЗУЩТЩУЗЦФИЛЕРЕЛКИМЯЦФОИЛЕР
mouse;20;30;2;ОФЦГЦХКАДСШРШСДХЦЯЭЖЩУЩТЩУЗЦХФИЛИКДСШРШР
mouse;20;30;3;ОФЦГЦЯМИКАДСШРЕЛИМЭВЖТЩУЩТЖЭМИЛЕРЕЛИМЯГЯГЗУЩТЩТЩУЗЦХАХФОЫОИЛЕР
mouse;L;1;1;ОМЯГЯЭЖТЖВЭМИКАКЛЕР
mouse;L;1;2;ОМЯГЯЭВЖТ
mouse;L;1;3;ОМЯГЗУЩТ
mouse;L;1;4;ОМЯЭЖТЩТЩУЗГЯМОЫОИКАКИМЯГЯМИКАКЛЕР
mouse;L;2;1;ОФХДАХЦГЗУЩТ
mouse;L;2;2;ОФЦГЗЦХАХЦГЗУЩТЖЭЯГЦФИКАДАХЦГЗУЩТЩУЗЦФОЫОФХДХЦГЯЭВЖТЩУЗЦХАКЛЕРЕЛИМЭВЭМОЫОИКАХЦГЦХАХЦГЯГЦХДСШРЕЛИФЦЗУЩТ
mouse;L;3;1;ОФЦЗУЩЖЭМИКЛИКЛЕШСДАХЦГЯЭЖТ
mouse;L;3;2;ОФХАДСШРШСДАХЦГЗУЩТЖЭМФХДАХЦГЯЭМИЛЕРШСДАХЦГЗУЩТЖЭМОЫОИКАДСШРШСДАХЦГЯЗЯЭЖТ
mouse;L;3;3;ОФЦЗУЩУЗГЦХАДАХЦГЦХАДАХЦГЗЯМИОЫОФЦФЦФИЛЕРШРЕЛКАКХЦГЗУЩЖЭМИКХЦЯЗЯМОЫОФХАДСШРШСДАХЦГЦЗЦХДСШР
mouse;L;4;1;ОФЦГЗУЩТЩУЗГЦХАДСШРШСДАХЦГЯЭЖТ
mouse;L;4;2;ОФХАХФЦГЗГЦХАКИФХАХЦГЦХАХЦГЦХАДСШРШСДАХЦГЗУЩТЖЭМОЫОИЛЕРШР
mouse;L;4;3;ОФХАХЦГЦХАДАХЦГЦХАХАХЦГЗУЗГЦХАХЦГЯЭЖТЩУЗГЦФОЫОФХАДСШР
mouse;L;4;4;ОФХАХЦГЦХАХЦГЗЯЦХАХФОЫОИЛЕР
mouse;L;5;1;ОФХАДХЦГЗУЩТЖЭЯГЦФОЫОИЛЕРШСШРЕЛИМЭЖТЩУЗГЦХАХЦГЦГЯЦХАДАХЦГЦФОЫОИЛЕРЕЛКАКХЦЯЭВЖТЩУЗГЦХАКИЛБЕРШР
mouse;L;5;2;ОФХАХФЦГЯМОФЦГЗУЩТЖЭЯГЦФХАКЛБЕР
mouse;L;5;3;ОФХАХЦГЗГЦХАХФОМЯГЦХАХЦГЦФХАКХЦГЦФ
mouse;L;6;1;ОФХАХЦГЦХДСШРЕЛИОЫОИЛЕР
mouse;L;6;2;ОФХАХЦГЦХАХФМЯГЗУЩТ
mouse;L;6;3;ОФХАХЦГЦХДСШРЕЛИФЦГЗЦХАДХЦГЯМЭЖТЩУЗЦФИЛЕБЕР
mouse;L;6;4;ОФХАХЦГЦГЦХАДСШРЕЛИМЭЖТЩУЗГЦХАКЛЕР
mouse;L;6;5;ОФХАХЦГЦФИЛЕР
mouse;L;6;6;ОФХАХЦГЦХАКХФМЭЖТ
mouse;L;6;7;ОФХАХЦГЦХКЛЕР
mouse;L;6;8;ОФХАДХЦГЯЭЖТ
mouse;L;6;9;ОФХАХЦГЦФИЛЕР
mouse;L;6;10;ОФХАХЦГЦХАКЛЕР
mouse;L;6;11;ОФХАХЦГЦГЦФИКАДКЛЕР
mouse;L;6;12;ОФХАХЦГЦХАКЛИМЭЖТ
mouse;L;9;1;ОФХАДХЦГЯЭЖТЖЭЯГЗЦФОЫОИЛБЕР
mouse;L;9;2;ОФЦГЯЗЦХАДАКЛЕРШСШРЕЛИМЯГЗЯЭМОЫОФЦГЦФИКАКХКЛЕР
mouse;L;9;3;ОЫОФЦГЯМОЫОИЛЕРШСДАДХЦГЦХДКЛЕРШСДАХ
mouse;N;1;1;ОМЯГЯЭЖВЭЯГЗУЩТ
mouse;N;1;2;ОИКАДАКИМЯГЗУЩТЖВЭМИЛЕР
mouse;N;1;3;ОЫОИКАКЛЕРШСШРЕБЛКИМЯГЗУЩТЖТ
mouse;N;2;1;ОФЦЯЭЖТЖЭМОЫОМИЛЕР
mouse;N;2;2;ОФЦГЦФМЯГЦХКИФХКИФЦФМОФОФХДСШРШСДХЦЗУЩТ
mouse;N;3;1;ОФХДХЦЗУЩТЖЭЯЦХКЛКДХЦЗУЩТЩУЗУЩТЖВЭМОЫОФХДХЦХДСШСДХЦХАКИФХДХЦЗУЩТЩУЗГЯМОФХФОФ
mouse;N;4;1;ОФХАКХЦЗУЩТ
mouse;N;4;2;ОИЛКАКХЦГЗУЩТЖТЩУЗЦХАДСШР
mouse;N;4;3;ОФХАДСШРЕЛИМЯЗУЩТЖТЩУЗГЦХАХФОЫОМЯГЦХДАКЛЕРШСДХЦЗУЩТЩУЗГЦХАХЦЯЭЯГЯМОЫОИКДСДХЦЗЦФЦЯЭЯ
mouse;N;5;1;ОФХФОЫОИКАХЦЗУЩТ
mouse;N;5;2;ОФХАКИОЫОФХАДХКХКЛИМЭЖТЩУЗЦФИЛБЕРЕЛИМЭЖТЩУЗЯМОЫОИЛЕРЕРЕШСДХЦГЗУЩТЖТ
mouse;N;5;3;ОИЛЕРШСДАХЦЯЭЖТЩУЗГЯЭЖЭЯЦЗУЩТЖЭМОЫОИЛЕЛ
mouse;N;6;1;ОИОИКАД
mouse;N;6;1;ДХЦЗУЩТЩУЩТЖЭМОЫОИЛЕРШСДХФОИЛЕРШСДАХФИЛЕЛКАКИМЯГЯЭЖТЖЭМИЛИФОЫОМЯГ
mouse;N;7;1;А
mouse;N;7;1;ОФХАДСШРЕЛКАДСШРЕЛИОЫОМЭЖТЩУЗГЯЭЖТЩУЗГЗЦХКДСШРЕЛИОЫОФЦФОЫОМЭЖТЖЭЯГЦХКЛЕРШСДКЛЕБЕРЕЛКАХЦГЯМИЛЕЛБЛКХЦГЗЦХКИКИМЯЗЯЭЖТЖЭМИКА
mouse;P;1;1;ОМЯГЗУЩТЖВЭМИКАКЛЕР
mouse;P;1;2;ОИКАДАКИМЯГЗУЩТ
mouse;P;1;3;ОЫОИКАКЛБЕР
mouse;P;2;1;ОФЦЗГЦХДАХЦЗУЩТ
mouse;P;2;2;ОФХДАКЛЕРШРЕЛКАХЦЗУЩТЖЭЯГЗУЩТ
mouse;P;2;3;ОИКАДАХЦГЗГЗУЩТ
mouse;P;2;4;ОФХАХЦГЦГЯЭЖТЩУЗГЦХДХФ
mouse;P;3;1;ОФХДСШР
mouse;P;3;2;ОМФЦГЗУЩТ
mouse;P;3;3;ОФИКАХЦГЗУЩТЖЭМОМИЛЕРШСДАКИМЭЖТЩУЗГЦХДСШР
mouse;P;3;4;ОФХАДСШРЕЛИФЦГЗУЩТЩУЗГЦХАДКДСДХЦГЗУЩТЖЭМИКАХЦГЗУЗГЯЭВЖЭМИКАХЦГЦХДСШР
mouse;P;3;5;ОЫОФХАДАХЦГЗ
mouse;P;3;5;ЗГЦХАХЦГЗУЩТ
mouse;PZ;5;2;Ц
mouse;PZ;5;2;Г
mouse;PZ;5;1;ОФЦГЗУЩЖЭЯГЦХАХФХДСШРЕЛКАХЦГЗУЩТ
mouse;PZ;5;2;ОЫОФЦГЦХАКАХЦГЦГЦХАКЛЕРШСДАКИМЯГЗЦХКЛЕРЕР
mouse;PZ;5;3;ОФЦГЦХАДХЦГЗУЩТЖТЩУЗГЯМИЛИФЦЯЭВЖТЩУ
mouse;P;4;1;ОФЦЗГЗЦХАДСШР
mouse;P;4;2;ОФМЯГЦХАХЦГЗУЩТ
mouse;P;4;3;ОФХАКДАХЦГЦХАХАХЦГЗУЩТЩУЗГЯМИЛЕРШСДАХЦГЦХАХАХЦГЦГЦХАДСШР
mouse;P;4;4;ОФЦГ
mouse;P;5;1;ОФХДАХЦГЗУЩТЖЭЯГЦФОЫОИЛЕРШСДАХЦЯЗУЩТ
mouse;P;5;2;ОФХАКЛКЛЕРШСДАХЦГЗУЗГЦХДАХЦГЗУЗГЗЦХАДСШРЕЛИОМЯГЦХАХЦГЦХАХЦГЦХАДХЦГ
mouse;P;6;1;ОИКАХЦГЗУЩТЖЭЯГЦХАХФОЫОФЦГЯЭЖТЩУЗГЗЦФИЛЕРШСДАХЦГЯЭМФХАХЦГЗГЦХАХЦГЦГЦГЦХКИОЫОМЭЖТ
mouse;P;7;1;ОФЦГЦХАДАХФОЫОИЛЕШСДАКЛЕЛИМЭЖТЖЭЯГЗУЩТЖЭМОФХАХКИМЯГЯЭЖТЖЭМЭЖТ
mouse;P;7;2;ОЫОФЦГЦХАХЦГЯМИКАХФМЭЖТЖЭМФЦГЦГ
mouse;P;8;1;ОФЦГЗГЦХАКЛЕРШСДАХЦГЯЭВЭМИКАХЦЗУЩТЖЭЯГЦХАДСШРЕЛИОЫОМЭЯГЗЯЦХДСШРШСДАХФОЫОФЦГЦФОМЭЖТЩУЗГЦХАХЦЯЭМИЛЕШСДХЦГЗУЩТ
mouse;P;8;2;ОФХАХЦГЯГЯЭМИКАДКИОИКАХЦЗУЩЖЭЯЗЯМОИЛЕР
mouse;P;9;1;ОФЦГЗУЩТЖЭМИЛЕРШСДАХФОИЛЕРШСДХЦГЯГЦХАХЦГЗЯЭВЭМОЫОИФХАХЦЯЭЯГЯЭЖТ
mouse;P;9;2;ОФЦГЦХАХЦГЯМЭМИКАХФЦГЗУЩТЖЭЯГЦХАХЦГЯ
mouse;PP;1;1;ОМЭЖТЖЭЯМИКАКИМЯГЯМЭМОЫОИКАКЛЕР
mouse;PP;1;2;ОИКАКИМЯГЗУЩТЖВЭЯМИЛЕРШСШР
mouse;PP;1;3;ОМЯГЯЭЖТЩУЩТЖЭМИКАКЛЕРШСДАКЛЕР
mouse;PP;1;4;ОМЭМИКАКИМЭВЭМОЫОИЛБЕРШСДАКИОЫОМЭВЖТ
mouse;PP;2;1;ОФЦЗУЩТЖЭМИКАХАКАДСШРШЕЛИОЫОМЯЗУЩТ
mouse;PP;2;2;ОФИКИКЛБЕРШСДАХЦГЗУЗЦХАХЦГЯМОЫОМЭВЖТЖЭЯГЗУЩТЖ
